Data - RAIL3;Fechamento - RAIL3;Data - RAILJ182;Fechamento;Data - RAILI182;Fechamento - RAILI182;Data - RAILJ185;Fechamento - RAILJ185;Data - RAILI187;Fechamento - RAILI187;Data - RAILJ187;Fechamento - RAILJ187;Data - RAILI190;Fechamento - RAILI190;Data - RAILJ190;Fechamento - RAILJ190;Data - RAILI192;Fechamento - RAILI192 ;Data - RAILJ192;Fechamento - RAILJ192;Data - RAILJ195;Fechamento - RAILJ195;Data - RAILI197;Fechamento - RAILI197;Data - RAILJ197;Fechamento - RAILJ197;Data - RAILI200;Fechamento - RAILI200;Data - RAILJ200;Fechamento - RAILJ200
04/08/2020;21,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/08/2020;22,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2020;22,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2020;22,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2020;22,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/07/2020;22,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/07/2020;22,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2020;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2020;22,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2020;23,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2020;23,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/07/2020;23,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2020;23,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/07/2020;22,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2020;22,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2020;22,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/07/2020;22,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2020;22,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/07/2020;22,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2020;23,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2020;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2020;23,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2020;22,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/07/2020;22,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2020;22,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2020;22,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2020;22,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2020;22,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2020;23,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2020;23,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2020;23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2020;23,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2020;23,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2020;23,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2020;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/06/2020;23,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2020;23,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2020;24,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2020;24,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2020;24,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/06/2020;24,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2020;23,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2020;22,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2020;23,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/2020;22,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2020;22,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2020;22,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/2020;23,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2020;23,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2020;21,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/05/2020;21,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2020;20,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2020;20,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2020;20,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2020;20,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2020;20,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2020;19,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2020;20,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2020;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2020;19,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2020;19,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2020;20,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2020;19,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2020;20,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2020;19,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2020;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2020;19,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2020;19,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/04/2020;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/04/2020;20,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2020;20,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2020;20,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2020;20,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/04/2020;20,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2020;20,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2020;19,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2020;19,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/2020;20,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2020;19,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2020;19,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2020;19,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2020;19,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2020;20,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2020;20,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2020;20,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2020;19,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2020;19,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2020;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2020;19,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2020;21,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2020;19,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2020;19,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2020;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2020;18,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2020;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2020;15,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2020;16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/2020;14,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2020;17,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2020;14,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2020;17,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/03/2020;18,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/03/2020;17,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2020;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2020;20,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2020;21,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2020;21,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2020;21,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2020;21,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2020;21,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2020;21,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2020;23,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2020;24,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2020;24,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2020;23,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2020;22,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2020;23,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2020;23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/02/2020;24,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2020;23,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2020;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2020;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2020;23,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/02/2020;23,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2020;23,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2020;23,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2020;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2020;23,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2020;23,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2020;23,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2020;23,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2020;24,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2020;24,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2020;24,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2020;24,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2020;24,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2020;24,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2020;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2020;24,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2020;25,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2020;25,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2020;25,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2020;25,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2020;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2020;25,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2020;24,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2020;25,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2020;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/12/2019;26,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/12/2019;26,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/12/2019;26,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/12/2019;25,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/12/2019;25,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/12/2019;25,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/12/2019;25,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/12/2019;25,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/12/2019;25,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/12/2019;25,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/2019;25,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/12/2019;25,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/12/2019;25,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/12/2019;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/12/2019;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/12/2019;25,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/12/2019;25,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/12/2019;25,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/12/2019;25,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/11/2019;24,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/2019;23,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/11/2019;24,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/11/2019;24,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/11/2019;24,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/11/2019;24,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/2019;24,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/11/2019;23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/11/2019;23,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/2019;24,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/11/2019;23,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/11/2019;23,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/11/2019;23,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/11/2019;23,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/11/2019;23,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/11/2019;23,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/11/2019;22,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/11/2019;22,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/2019;22,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2019;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/10/2019;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/10/2019;22,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/10/2019;22,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/10/2019;22,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/10/2019;22,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/10/2019;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/10/2019;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/10/2019;22,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/10/2019;22,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/2019;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/10/2019;23,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/10/2019;23,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/10/2019;24,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/10/2019;24,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/2019;23,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/10/2019;23,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/10/2019;23,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/10/2019;23,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/10/2019;24,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/10/2019;24,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/10/2019;23,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/10/2019;24,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2019;24,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/09/2019;23,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2019;23,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/09/2019;23,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/09/2019;23,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/09/2019;23,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/09/2019;24,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2019;23,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/09/2019;23,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/09/2019;23,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/09/2019;23,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/09/2019;23,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2019;23,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/09/2019;23,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/09/2019;23,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/09/2019;23,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/09/2019;23,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2019;23,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/09/2019;22,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/09/2019;22,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/09/2019;22,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/08/2019;22,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2019;22,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/08/2019;22,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/08/2019;21,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/08/2019;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/08/2019;21,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2019;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/08/2019;23,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/08/2019;23,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/08/2019;23,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/08/2019;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2019;22,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/08/2019;21,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/08/2019;22,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/08/2019;22,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/08/2019;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2019;22,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/08/2019;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/08/2019;22,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2019;21,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/08/2019;21,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2019;21,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2019;21,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2019;22,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2019;22,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2019;22,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2019;21,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2019;22,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2019;22,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2019;22,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2019;22,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2019;22,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2019;22,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/07/2019;21,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2019;21,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2019;21,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2019;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2019;21,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2019;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2019;21,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2019;21,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2019;21,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/07/2019;20,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2019;20,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/06/2019;20,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2019;20,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2019;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2019;20,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2019;20,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2019;20,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2019;20,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2019;19,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2019;19,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2019;19,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2019;19,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2019;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2019;19,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2019;19,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/06/2019;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2019;19,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2019;18,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2019;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2019;19,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2019;19,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2019;19,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2019;19,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/2019;18,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2019;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/05/2019;18,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2019;17,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2019;17,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2019;17,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2019;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2019;16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2019;16,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2019;16,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2019;17,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2019;17,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/05/2019;17,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2019;17,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2019;17,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2019;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2019;17,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2019;17,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/2019;17,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2019;18,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2019;17,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/04/2019;17,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2019;17,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2019;17,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2019;17,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2019;17,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2019;17,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2019;17,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2019;18,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2019;18,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2019;18,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2019;18,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2019;18,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2019;18,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2019;18,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/2019;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2019;18,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2019;18,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2019;19,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2019;18,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/03/2019;19,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2019;18,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2019;17,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2019;18,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2019;18,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/2019;18,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2019;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2019;19,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2019;19,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2019;20,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/03/2019;20,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/03/2019;20,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2019;20,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2019;19,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
